Page Number,School Name,Address 1,Address 2,City,State,Zip,Phone,Principal Name,School Website,District,Grades Served,Data Quality Score,Data Quality Issues
116,ANNE MCCORMICK SULLIVAN ELEM,"17828 Winding Waters Ln, Sugar Land, TX 77479",17828 Winding Waters Ln,Sugar Land,TX,77479,(281) 327-2860,Donna Whisonant,http://www.fortbendisd.com/ase,Fort Bend ISD,Early Education - Grade 5,100,
117,ANNETTA ELEM,"1001 Learner's Ln, Aledo, TX 76008",1001 Learner's Ln,Aledo,TX,76008,(817) 441-8327,Holly Elgin,Not Found,Aledo ISD,Kindergarten - Grade 5,90,School Website not available
118,ANNETTE PERRY ELEM,"1261 S Main St, Mansfield, TX 76063",1261 S Main St,Mansfield,TX,76063,(817) 804-2800,Mr Willie Wimbrey,http://perry.mansfieldisd.org/,Mansfield ISD,Prekindergarten - Grade 4,100,
119,ANNIE PURL ELEM,"1953 Maple St, Georgetown, TX 78626",1953 Maple St,Georgetown,TX,78626,(512) 943-5080,Ms Mindy Choate,http://www.georgetownisd.org/apurl,Georgetown ISD,Early Education - Grade 5,100,
120,ANNIE SIMS ELEM,"1801 E 1st St, Mount Pleasant, TX 75455",1801 E 1st St,Mount Pleasant,TX,75455,(903) 575-2062,Mrs Jeannie Pat Jaggers,http://www.mpisd.net/sims/,Mount Pleasant ISD,Kindergarten - Grade 4,100,
121,ANNIE WEBB BLANTON ELEM,"8915 Greenmound Ave, Dallas, TX 75227",8915 Greenmound Ave,Dallas,TX,75227,(972) 794-1700,Alicia D Iwasko,http://www.dallasisd.org/blanton,Dallas ISD,Early Education - Grade 5,100,
122,ANSON ELEM,"922 Ave M, Anson, TX 79501",922 Ave M,Anson,TX,79501,(325) 823-3361,Amy Mcintire,http://www.ansontigers.com/,Anson ISD,Prekindergarten - Grade 5,100,
123,ANSON JONES ELEM,"1400 Pecan St, Bryan, TX 77803",1400 Pecan St,Bryan,TX,77803,(979) 209-3900,Ms Alma Velez,http://jones.bryanisd.org/,Bryan ISD,Early Education - Grade 4,100,
124,ANSON JONES ELEM,"3901 Meredith Ave, Dallas, TX 75211",3901 Meredith Ave,Dallas,TX,75211,(972) 794-4700,Guillermo R Cortez,http://www.dallasisd.org/jones,Dallas ISD,Early Education - Grade 6,100,
125,ANTHONY ELEM,"610 Sixth St, Anthony, TX 79821",610 Sixth St,Anthony,TX,79821,(915) 886-6510,Dr Christine Althoff,Not Found,Anthony ISD,Early Education - Grade 5,90,School Website not available
126,ANTON SCHOOL,"100 E Ellwood Blvd, Anton, TX 79313",100 E Ellwood Blvd,Anton,TX,79313,(806) 997-5211,Mr Fredrick Tobias Mrs Megan Scroggins,http://antonisd.org/,Anton ISD,Prekindergarten - Grade 12,100,
127,AOY ELEM,"901 S Campbell St, El Paso, TX 79901",901 S Campbell St,El Paso,TX,79901,(915) 236-0175,Mary Arnold,http://aoy.episd.org/,El Paso ISD,Prekindergarten - Grade 5,100,
128,APPLE SPRINGS ELEM,"9120 FM 2501, Apple Springs, TX 75926",9120 FM 2501,Apple Springs,TX,75926,(936) 831-2241,Mr Kevin Plotts,http://www.asisd.com/,Apple Springs ISD,Prekindergarten - Grade 6,100,
129,AQUILLA SCHOOL,"404 N Richards, Aquilla, TX 76622",404 N Richards,Aquilla,TX,76622,(254) 694-3770,Andrew Christian,http://www.aquillaisd.net/,Aquilla ISD,Early Education - Grade 12,100,
130,ARABIC IMMERSION MAGNET SCHOOL,"4001 Stanford St, Houston, TX 77006",4001 Stanford St,Houston,TX,77006,(713) 556-8940,Ms Mahassen Ballouli,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 6,100,
131,ARAPAHO CLASSICAL MAGNET,"1300 Cypress Dr, Richardson, TX 75080",1300 Cypress Dr,Richardson,TX,75080,(469) 593-6400,Ms Kristin Strickland,http://risd.org/,Richardson ISD,Kindergarten - Grade 6,100,
132,ARBOR CREEK ELEM,"701 International Dr, Euless, TX 76039",701 International Dr,Euless,TX,76039,(817) 864-0580,Mrs Shannon Gaunt,Not Found,Hurst-Euless-Bedford ISD,Early Education - Grade 6,90,School Website not available
133,ARCADIA PARK ELEM,"1300 N Justin Ave, Dallas, TX 75211",1300 N Justin Ave,Dallas,TX,75211,(972) 502-5300,Lauren Gisele Greer,http://www.dallasisd.org/arcadiapark,Dallas ISD,Prekindergarten - Grade 6,100,
134,ARCHER CITY ELEM,"602 S Ash St, Archer City, TX 76351",602 S Ash St,Archer City,TX,76351,(940) 574-4506,Amy Husemann,http://www.archercityisd.net/,Archer City ISD,Prekindergarten - Grade 6,100,
135,ARDEN ROAD ELEM,"6801 Learning Tree Ave, Amarillo, TX 79109",6801 Learning Tree Ave,Amarillo,TX,79109,(806) 677-2360,Mr Travis Willard,http://www.canyonisd.net/,Canyon ISD,Kindergarten - Grade 4,100,
136,ARGYLE WEST,"1741 Old Justin Rd, Argyle, TX 76226",1741 Old Justin Rd,Argyle,TX,76226,(940) 246-4007,Mrs Renee Funderburg,http://www.argyleisd.com/,Argyle ISD,Early Education - Grade 4,100,
137,ARISTOI CLASSICAL ACADEMY,"5618 11th St, Katy, TX 77493",5618 11th St,Katy,TX,77493,(281) 391-5003,Mr Terrance Boling,http://www.aristoiclassical.org/,Aristoi Classical Academy,Kindergarten - Grade 4,100,
138,ARISTOI CLASSICAL ACADEMY-CYPRESS,"12332 Perry Rd, Houston, TX 77070",12332 Perry Rd,Houston,TX,77070,(281) 391-5003,Ms Brenda Davidson,Not Found,Aristoi Classical Academy,Kindergarten - Grade 6,90,School Website not available
139,ARIZONA FLEMING ELEM,"14850 Bissonnet St, Houston, TX 77083",14850 Bissonnet St,Houston,TX,77083,(281) 634-4600,She Nee Young,http://www.fortbendisd.com/afe,Fort Bend ISD,Early Education - Grade 5,100,
140,ARLINGTON CLASSICS ACADEMY - ARKANSAS CAMPUS,"2800 W Arkansas Ln, Arlington, TX 76016",2800 W Arkansas Ln,Arlington,TX,76016,(817) 274-2008,Ms Melissa Fambrough,http://www.acaedu.net/,Arlington Classics Academy,Kindergarten - Grade 2,100,
141,ARLINGTON PARK EARLY CHILDHOOD CENTER,"5606 Wayside Dr Box 16, Dallas, TX 75235",5606 Wayside Dr Box 16,Dallas,TX,75235,Phone:,Enrique Escobedo,Not Found,Dallas ISD,Prekindergarten - Prekindergarten,80,"Invalid phone number format, School Website not available"
142,ARLON R SEAY ELEM,"20911 Hwy 46 W, Spring Branch, TX 78070",20911 Hwy 46 W,Spring Branch,TX,78070,(830) 885-8700,Theressa Engel,Not Found,Comal ISD,Kindergarten - Grade 5,90,School Website not available
143,ARLYNE & ALAN WEBER ELEM,"11955 Blackhawk Blvd, Houston, TX 77089",11955 Blackhawk Blvd,Houston,TX,77089,(281) 284-6300,Mrs Jenny Thomas,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
144,ARMAND BAYOU ELEM,"16000 Hickory Knoll Dr, Houston, TX 77059",16000 Hickory Knoll Dr,Houston,TX,77059,(281) 284-5100,Mrs Elizabeth Pawlowski,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
145,ARMSTRONG ELEM,"3600 Cornell Ave, Dallas, TX 75205",3600 Cornell Ave,Dallas,TX,75205,(214) 780-3100,Betsy Cummins,Not Found,Highland Park ISD,Kindergarten - Grade 4,90,School Website not available
146,ARMSTRONG ELEM,"110 Gladstell St, Conroe, TX 77301",110 Gladstell St,Conroe,TX,77301,(936) 709-3400,Ms Theresa Waller,http://www.conroeisd.net/,Conroe ISD,Prekindergarten - Grade 4,100,
147,ARNOLD ELEM,"467 Freiling Dr, San Antonio, TX 78213",467 Freiling Dr,San Antonio,TX,78213,(210) 438-6530,Belinda Hernandez,Not Found,San Antonio ISD,Prekindergarten - Grade 5,90,School Website not available
148,ARNOLDO CANTU SR ELEM,"2900 N R Longoria, San Juan, TX 78589",2900 N R Longoria,San Juan,TX,78589,(956) 354-2850,Rafael Gonzalez,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
149,ARP ELEM,"16438 County Rd 294, Arp, TX 75750",16438 County Rd 294,Arp,TX,75750,(903) 859-4650,Stephanie Schminkey,http://home.arpisd.org/,Arp ISD,Early Education - Grade 5,100,
150,ARROW ACADEMY - CHAMPIONS ACADEMY,"2700 FM 1960 Rd W, Houston, TX 77068",2700 FM 1960 Rd W,Houston,TX,77068,(832) 446-6762,Darnelle Weatherspoon,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
151,ARROW ACADEMY - HARVEST PREPARATORY ACADEMY,"17770 Imperial Valley Dr, Houston, TX 77060",17770 Imperial Valley Dr,Houston,TX,77060,(832) 446-3138,Ms Alexis Mcmiller,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
152,ARROW ACADEMY - LIBERATION ACADEMY,"11600 W Airport Blvd, Meadows Place, TX 77477",11600 W Airport Blvd,Meadows Place,TX,77477,(346) 754-5867,Sheila Lewis,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
153,ARROW ACADEMY - SAVE OUR STREETS CENTER,"1700 Groesbeck St, Bryan, TX 77803",1700 Groesbeck St,Bryan,TX,77803,(979) 703-1810,Ms Becky Tucker,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
154,ART AND PAT GOFORTH ELEM,"2610 Webster Rd, League City, TX 77573",2610 Webster Rd,League City,TX,77573,(281) 284-6000,Ms Mallory Lee,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
155,ARTHUR H MCNEIL ELEM,"3650 Hardin Blvd, McKinney, TX 75070",3650 Hardin Blvd,McKinney,TX,75070,(469) 302-5200,Tracy Meador,Not Found,McKinney ISD,Kindergarten - Grade 5,90,School Website not available
156,ARTHUR KRAMER ELEM,"7131 Midbury Dr, Dallas, TX 75230",7131 Midbury Dr,Dallas,TX,75230,(972) 794-8300,Kate Walker,http://www.dallasisd.org/kramer,Dallas ISD,Early Education - Grade 5,100,
157,ARTURO SALAZAR ELEM,"1120 S Ravinia Dr, Dallas, TX 75211",1120 S Ravinia Dr,Dallas,TX,75211,(972) 502-1800,Maria D Castillo,http://www.dallasisd.org/salazar,Dallas ISD,Prekindergarten - Grade 5,100,
158,ASCHER SILBERSTEIN ELEM,"5940 Hollis Ave, Dallas, TX 75227",5940 Hollis Ave,Dallas,TX,75227,(972) 794-1900,Richard F Heffernan,http://www.dallasisd.org/silberstein,Dallas ISD,Prekindergarten - Grade 5,100,
159,ASHBEL SMITH ELEM,"403 E James, Baytown, TX 77520",403 E James,Baytown,TX,77520,(281) 420-4615,Erin Clement,Not Found,Goose Creek CISD,Early Education - Grade 5,90,School Website not available
160,ASHFORD ELEM,"1815 Shannon Vly Dr, Houston, TX 77077",1815 Shannon Vly Dr,Houston,TX,77077,(281) 368-2120,Ms Kylene Vasquez,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
161,ASHLEY ELEM,"15601 Christopher Ln, Frisco, TX 75035",15601 Christopher Ln,Frisco,TX,75035,(469) 633-3700,Ms Kimberly Frankson,http://www.friscoisd.org/,Frisco ISD,Kindergarten - Grade 5,100,
162,ASHWORTH ELEM,"6700 Silo Rd, Arlington, TX 76002",6700 Silo Rd,Arlington,TX,76002,(682) 867-4800,Stacey Maddoux,http://www.aisd.net/ashworth-elementary,Arlington ISD,Prekindergarten - Grade 6,100,
163,ASKEW ELEM,"11200 Wood Lodge Dr, Houston, TX 77077",11200 Wood Lodge Dr,Houston,TX,77077,(281) 368-2100,Ms Ebony B Cumby,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
164,ASPERMONT ELEM,"528 E Seventh St, Aspermont, TX 79502",528 E Seventh St,Aspermont,TX,79502,(940) 215-5001,Trent Van Meter,Not Found,Aspermont ISD,Prekindergarten - Grade 5,90,School Website not available
165,ATASCOCITA SPRINGS ELEM,"13515 Valley Lodge Pkwy, Humble, TX 77346",13515 Valley Lodge Pkwy,Humble,TX,77346,(281) 641-3600,Cheryl Fennell,http://www.humbleisd.net/ase,Humble ISD,Early Education - Grade 5,100,
166,ATHENS ELEM,"2707 W Gerald Ave, San Antonio, TX 78211",2707 W Gerald Ave,San Antonio,TX,78211,(210) 977-7055,Evelia Montemayor,Not Found,South San Antonio ISD,Prekindergarten - Grade 5,90,School Website not available
167,ATHERTON ELEM,"2011 Solo St, Houston, TX 77020",2011 Solo St,Houston,TX,77020,(713) 671-4100,Ms Alynthia Curtis,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
168,ATHERTON ELEM,"2101 Overbrook Dr, Arlington, TX 76014",2101 Overbrook Dr,Arlington,TX,76014,(682) 867-4900,Bianca Gholston,http://www.aisd.net/atherton-elementary,Arlington ISD,Prekindergarten - Grade 6,100,
169,ATKINSON ELEM,"9602 Kingspoint Rd, Houston, TX 77075",9602 Kingspoint Rd,Houston,TX,77075,(713) 740-0520,Mr Christopher Bui,Not Found,Pasadena ISD,Prekindergarten - Grade 4,90,School Website not available
170,ATLANTA PRI,"505 Rabbit Blvd, Atlanta, TX 75551",505 Rabbit Blvd,Atlanta,TX,75551,(903) 796-8115,Misty Williams,http://www.atlisd.net/,Atlanta ISD,Early Education - Grade 2,100,
171,ATWOOD MCDONALD ELEM,"1850 Barron Ln, Fort Worth, TX 76112",1850 Barron Ln,Fort Worth,TX,76112,(817) 496-7445,Ms Khristina Goady,http://www.fortworthisd.org/,Fort Worth ISD,Early Education - Grade 5,100,
172,AUDELIA CREEK ELEM,"12600 Audelia, Dallas, TX 75243",12600 Audelia,Dallas,TX,75243,(469) 593-2900,Sharon Erickson,http://risd.org/,Richardson ISD,Prekindergarten - Grade 6,100,
173,AUDRE AND BERNARD RAPOPORT ACADEMY,"2000 J J Flewellen Rd, Waco, TX 76704",2000 J J Flewellen Rd,Waco,TX,76704,(254) 799-4191,Jennifer Whitlark,http://www.rapoportacademy.org/,Rapoport Academy Public School,Prekindergarten - Grade 4,100,
174,AUE ELEM,"24750 Baywater Stage, San Antonio, TX 78255",24750 Baywater Stage,San Antonio,TX,78255,(210) 397-6750,Ms Ursula Silberschlag,http://auees.nisd.net/,Northside ISD,Early Education - Grade 5,100,
175,AUGUSTO GUERRA ELEM,"807 Fm495, Alamo, TX 78516",807 Fm495,Alamo,TX,78516,(956) 354-2810,Ms Lilian Villarreal,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
176,AULT ELEM,"21010 Maple Village Dr, Cypress, TX 77429",21010 Maple Village Dr,Cypress,TX,77429,(281) 373-2800,Mr Jeff Lacoke,http://www.cfisd.net/,Cypress-Fairbanks ISD,Early Education - Grade 5,100,
177,AUSTIN ACHIEVE ELEM,"7424 E Hwy 290 Bldg 1, Austin, TX 78723",7424 E Hwy 290 Bldg 1,Austin,TX,78723,(512) 522-4190,Ms Mariela Mensik,http://www.austinachieve.org/,Austin Achieve Public Schools,Prekindergarten - Grade 4,100,
178,AUSTIN ACHIEVE PARMER,"7424 E Hwy 290 Building 1, Austin, TX 78723",7424 E Hwy 290 Building 1,Austin,TX,78723,(512) 522-4190,Erci Paredes,http://austinachieve.org/,Austin Achieve Public Schools,Prekindergarten - Grade 6,100,
179,AUSTIN DISCOVERY SCH,"9303 FM 969 Rd, Austin, TX 78724",9303 FM 969 Rd,Austin,TX,78724,(512) 674-0700,Reed Ramirez,http://www.austindiscoveryschool.org/,Austin Discovery School,Kindergarten - Grade 8,100,
180,AUSTIN ELEM,"700 E Austin Ave, Harlingen, TX 78550",700 E Austin Ave,Harlingen,TX,78550,(956) 427-3060,Ms Magda Gonzalez,http://www.hcisd.org/austin,Harlingen CISD,Early Education - Grade 5,100,
181,AUSTIN ELEM,"3020 Poteet Dr, Mesquite, TX 75150",3020 Poteet Dr,Mesquite,TX,75150,(972) 882-7220,Mr Jonathan Royle,http://www.mesquiteisd.org/,Mesquite ISD,Prekindergarten - Grade 5,100,
182,AUSTIN ELEM,"161 S Moore, Coppell, TX 75019",161 S Moore,Coppell,TX,75019,(214) 496-7300,Kristan Perryman,http://www.coppellisd.com/,Coppell ISD,Early Education - Grade 5,100,
183,AUSTIN ELEM,"1900 Duncan, Pampa, TX 79065",1900 Duncan,Pampa,TX,79065,(806) 669-4760,Lacie Jones,http://www.pampaisd.net/,Pampa ISD,Prekindergarten - Grade 5,100,
184,AUSTIN ELEM,"1023 E Kuhn St, Edinburg, TX 78539",1023 E Kuhn St,Edinburg,TX,78539,(956) 289-2331,Ms Maria Lopez,Not Found,Edinburg CISD,Early Education - Grade 5,90,School Website not available
185,AUSTIN ELEM,"701 W Houston, Dayton, TX 77535",701 W Houston,Dayton,TX,77535,(936) 258-2535,Mrs Atiya Wortham,http://www.daytonisd.net/,Dayton ISD,Kindergarten - Grade 5,100,
186,AUSTIN ELEM,"14796 Hwy 105 E, Conroe, TX 77306",14796 Hwy 105 E,Conroe,TX,77306,(936) 709-8400,Brother Serena Pierson,http://www.conroeisd.net/,Conroe ISD,Early Education - Grade 4,100,
187,AUSTIN ELEM,"1776 Texas Dr, Weatherford, TX 76086",1776 Texas Dr,Weatherford,TX,76086,(817) 598-2848,Mrs Marlyn Young,http://www.weatherfordisd.com/,Weatherford ISD,Kindergarten - Grade 5,100,
188,AUSTIN ELEM,"308 N Gregory Ave, Gregory, TX 78359",308 N Gregory Ave,Gregory,TX,78359,(361) 777-4252,Brenda Brinkman,http://www.g-pisd.org/,Gregory-Portland ISD,Early Education - Grade 5,100,
189,AUSTIN ELEM,"2341 Greenbriar Dr, Abilene, TX 79605",2341 Greenbriar Dr,Abilene,TX,79605,(325) 690-3920,Clay Johnson,http://www.abileneisd.org/,Abilene ISD,Kindergarten - Grade 5,100,
190,AUSTIN ELEM,"700 N Van Buren St, San Angelo, TX 76901",700 N Van Buren St,San Angelo,TX,76901,(325) 659-3636,Brooke Kalnbach,http://austin.saisd.org/,San Angelo ISD,Early Education - Grade 5,100,
191,AUSTIN ISD PREK PARTNERSHIP (PKP),"2000 E Martin Luther King Jr Blvd, Austin, TX 78702",2000 E Martin Luther King Jr Blvd,Austin,TX,78702,(512) 472-6267,Madison Mattise,Not Found,Austin ISD,Prekindergarten - Prekindergarten,90,School Website not available
192,AUSTIN MONTESSORI MAGNET,"901 N Lee Ave, Odessa, TX 79761",901 N Lee Ave,Odessa,TX,79761,(432) 456-1029,Ms Tania Hagood,Not Found,Ector County ISD,Prekindergarten - Grade 6,90,School Website not available
193,AUSTIN PARKWAY ELEM,"4400 Austin Pkwy, Sugar Land, TX 77479",4400 Austin Pkwy,Sugar Land,TX,77479,(281) 634-4001,Audry Macklin,http://www.fortbendisd.com/ape,Fort Bend ISD,Kindergarten - Grade 5,100,
194,AUSTWELL-TIVOLI ELEM,"207 Redfish St, Tivoli, TX 77990",207 Redfish St,Tivoli,TX,77990,(361) 286-3212,Mr Eric Cortez,http://atisd.net/,Austwell-Tivoli ISD,Prekindergarten - Grade 6,100,
195,AUTUMN CREEK ELEM,"14910 Woodland Dawn, Humble, TX 77338",14910 Woodland Dawn,Humble,TX,77338,(281) 641-8813,Mr Paul Edwards,http://humbleisd.net/,Humble ISD,Early Education - Grade 5,100,
196,AVALON SCHOOL,"104 FM 55, Avalon, TX 76623",104 FM 55,Avalon,TX,76623,(972) 627-3251,Mr Jody Tennery Mr Tony Hernandez,http://avalon.tx.schoolwebpages.com/,Avalon ISD,Prekindergarten - Grade 12,100,
197,AVERY ELEM,"150 San Antonio St, Avery, TX 75554",150 San Antonio St,Avery,TX,75554,(903) 684-3116,Mrs Jill Mahan,http://www.averyisd.net/,Avery ISD,Prekindergarten - Grade 5,100,
198,AVINGER SCHOOL,"245 Connor St, Avinger, TX 75630",245 Connor St,Avinger,TX,75630,(903) 562-1355,Eric Grogan,http://www.avingerisd.net/,Avinger ISD,Prekindergarten - Grade 12,100,
199,AVONDALE ELEM,"1500 Avondale, Amarillo, TX 79106",1500 Avondale,Amarillo,TX,79106,(806) 326-4000,Ms Randalyn Huyck,http://avondaleamaisd.sharpschool.com/,Amarillo ISD,Early Education - Grade 5,100,
200,AXTELL ELEM,"308 Ottawa, Axtell, TX 76624",308 Ottawa,Axtell,TX,76624,(254) 863-5419,Danette Stranacher,Not Found,Axtell ISD,Prekindergarten - Grade 5,90,School Website not available
201,B B OWEN ELEM,"5640 Squires Dr, The Colony, TX 75056",5640 Squires Dr,The Colony,TX,75056,(469) 713-5950,Jennifer Barentine,Not Found,Lewisville ISD,Early Education - Grade 5,90,School Website not available
202,B H HAMBLEN ELEM,"1019 Dell Dale St, Channelview, TX 77530",1019 Dell Dale St,Channelview,TX,77530,(281) 457-8720,Jose Lopez,http://www.cvisd.org/,Channelview ISD,Kindergarten - Grade 5,100,
203,B H MACON ELEM,"650 Holcomb Rd, Dallas, TX 75217",650 Holcomb Rd,Dallas,TX,75217,(972) 794-1500,Antonio L Verduzco,http://www.dallasisd.org/macon,Dallas ISD,Early Education - Grade 5,100,
204,BACK ELEM,"7300 Bluebonnet Dr, Rowlett, TX 75088",7300 Bluebonnet Dr,Rowlett,TX,75088,(972) 475-1884,Dr Susie Fegraeus,http://www.garlandisd.net/back,Garland ISD,Prekindergarten - Grade 5,100,
205,BAGDAD ELEM,"800 Deer Creek Dr, Leander, TX 78641",800 Deer Creek Dr,Leander,TX,78641,(512) 570-5900,Monica De La Garza-Conness,Not Found,Leander ISD,Early Education - Grade 5,90,School Website not available
206,BAILEY ELEM,"2707 Lafferty Rd, Pasadena, TX 77502",2707 Lafferty Rd,Pasadena,TX,77502,(713) 740-0528,Ms Karyn Johnson,Not Found,Pasadena ISD,Early Education - Grade 4,90,School Website not available
207,BAILEY INGLISH EARLY CHILDHOOD CENTER,"201 E 10th St, Bonham, TX 75418",201 E 10th St,Bonham,TX,75418,(903) 583-8141,Mrs Suzanne Kennedy,http://bonhamisd.org/,Bonham ISD,Early Education - Prekindergarten,100,
208,BAIRD ELEM,"400 W 7th St, Baird, TX 79504",400 W 7th St,Baird,TX,79504,(325) 854-1400,Michael Waggoner,http://www.bairdisd.net/,Baird ISD,Early Education - Grade 5,100,
209,BAKER-RIPLEY CHARTER SCHOOL,"6500 Rookin St Bldg A, Houston, TX 77074",6500 Rookin St Bldg A,Houston,TX,77074,(713) 273-3731,Cynthia Romero,Not Found,Bakerripley Community Schools,Prekindergarten - Grade 6,90,School Website not available
210,BALDWIN ELEM,"12200 Meridian Park Blvd, Austin, TX 78739",12200 Meridian Park Blvd,Austin,TX,78739,(512) 841-8900,Ms Jennifer Murray,http://www.austinisd.org/schools/baldwin,Austin ISD,Early Education - Grade 5,100,
211,BALL EARLY CHILDHOOD CENTER,"812 Shannon Ave, Seguin, TX 78155",812 Shannon Ave,Seguin,TX,78155,(830) 401-1281,Mrs Debra Reiley,http://www.seguin.k12.tx.us/,Seguin ISD,Early Education - Prekindergarten,100,
212,BALLINGER ELEM,"800 Broad Ave, Ballinger, TX 76821",800 Broad Ave,Ballinger,TX,76821,(325) 365-3527,Dawn Cornutt,http://www.ballingerisd.net/,Ballinger ISD,Prekindergarten - Grade 5,100,
213,BALMORHEA SCHOOL,"1st & El Paso St, Balmorhea, TX 79718",1st & El Paso St,Balmorhea,TX,79718,(432) 375-2224,Gary Laramore,http://bisdbears.esc18.net/,Balmorhea ISD,Prekindergarten - Grade 12,100,
214,BAMMEL ELEM,"17309 Red Oak Dr, Houston, TX 77090",17309 Red Oak Dr,Houston,TX,77090,(281) 891-8150,Berky Hernandez,http://www.springisd.org/baes/,Spring ISD,Early Education - Grade 5,100,
215,BANE ELEM,"5805 Kaiser St, Houston, TX 77040",5805 Kaiser St,Houston,TX,77040,(713) 460-6140,Mr Cesar Diaz,http://www.cfisd.net/,Cypress-Fairbanks ISD,Prekindergarten - Grade 5,100,
216,BANG ELEM,"8900 Rio Grande, Houston, TX 77064",8900 Rio Grande,Houston,TX,77064,(281) 897-4760,Ms Susan Bolado,http://www.cfisd.net/,Cypress-Fairbanks ISD,Early Education - Grade 5,100,
217,BANQUETE ELEM,"5436 Bulldog Ln, Banquete, TX 78339",5436 Bulldog Ln,Banquete,TX,78339,(361) 387-4329,Angelica Escobar,Not Found,Banquete ISD,Early Education - Grade 5,90,School Website not available
218,BANUELOS ELEM,"7770 Eastpoint Blvd, Baytown, TX 77521",7770 Eastpoint Blvd,Baytown,TX,77521,(281) 420-4800,Susan Griffin,Not Found,Goose Creek CISD,Early Education - Grade 5,90,School Website not available
219,BARANOFF ELEM,"12009 Buckingham Gate Rd, Austin, TX 78748",12009 Buckingham Gate Rd,Austin,TX,78748,(512) 841-7100,Ms Beth Cantu,http://www.austinisd.org/schools/baranoff,Austin ISD,Kindergarten - Grade 5,100,
220,BARBARA BUSH PRI,"390 N Hillcrest, Sulphur Springs, TX 75482",390 N Hillcrest,Sulphur Springs,TX,75482,(903) 439-6170,Ashanta Alexander,http://www.ssisd.net/,Sulphur Springs ISD,Kindergarten - Grade 3,100,
221,BARBARA COCKRELL ELEM,"3500 Mchard Rd, Pearland, TX 77581",3500 Mchard Rd,Pearland,TX,77581,(832) 736-6600,Ms Amanda Windsor,http://www.pearlandisd.org/cockrell,Pearland ISD,Early Education - Grade 4,100,
222,BARBARA FASKEN ELEM,"5806 Val Verde, Midland, TX 79707",5806 Val Verde,Midland,TX,79707,(432) 240-8400,Dr Joshua Gamboa,http://www.midlandisd.net/Domain/4551,Midland ISD,Prekindergarten - Grade 6,100,
223,BARBARA FASKEN ELEM,"11111 Atlanta Dr, Laredo, TX 78045",11111 Atlanta Dr,Laredo,TX,78045,(956) 473-4700,Ms Melba Gutierrez,http://www.uisd.net/,United ISD,Early Education - Grade 5,100,
224,BARBARA JORDAN ELEM,"1111 W Kiest Blvd, Dallas, TX 75224",1111 W Kiest Blvd,Dallas,TX,75224,(972) 925-8100,Luis G Saucedo,http://www.dallasisd.org/jordan,Dallas ISD,Prekindergarten - Grade 5,100,
225,BARBARA JORDAN ELEM,"9400 Rainbow Dr, Odessa, TX 79765",9400 Rainbow Dr,Odessa,TX,79765,(432) 456-1299,William Iker,Not Found,Ector County ISD,Kindergarten - Grade 5,90,School Website not available
226,BARBARA JORDAN ELEM,"17800 W Oaks Village Dr, Richmond, TX 77407",17800 W Oaks Village Dr,Richmond,TX,77407,(281) 634-2800,Kimberly Charles,http://www.fortbendisd.com/bje,Fort Bend ISD,Early Education - Grade 5,100,
227,BARBARA WALKER ELEM,"4060 Abbey Rd, Heartland, TX 75126",4060 Abbey Rd,Heartland,TX,75126,(972) 427-6030,Michael Starling,Not Found,Crandall ISD,Early Education - Grade 6,90,School Website not available
228,BARBARA YARBROUGH ELEM,"6000 Riverfront Dr, Midland, TX 79706",6000 Riverfront Dr,Midland,TX,79706,(432) 240-8500,Mrs Jill Arthur,http://www.midlandisd.net/Domain/4550,Midland ISD,Early Education - Grade 6,100,
229,BARKSDALE ELEM,"2424 Midway, Plano, TX 75093",2424 Midway,Plano,TX,75093,(469) 752-0100,Mr Michael Minyard,http://www.pisd.edu/,Plano ISD,Kindergarten - Grade 5,100,
230,BARNES ELEM,"2829 Oso Pkwy, Corpus Christi, TX 78414",2829 Oso Pkwy,Corpus Christi,TX,78414,(361) 994-5051,Ms Katherine Gorman,http://barnes.ccisd.us/,Corpus Christi ISD,Early Education - Grade 5,100,
231,BARRICK ELEM,"12001 Winfrey Ln, Houston, TX 77076",12001 Winfrey Ln,Houston,TX,77076,(281) 405-2500,Ms Yolanda Y Garrido,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
