Page Number,School Name,Address 1,Address 2,City,State,Zip,Phone,Principal Name,School Website,District,Grades Served,Data Quality Score,Data Quality Issues
8,ANNE MCCORMICK SULLIVAN ELEM,"17828 Winding Waters Ln, Sugar Land, TX 77479",17828 Winding Waters Ln,Sugar Land,TX,77479,(281) 327-2860,Donna Whisonant,http://www.fortbendisd.com/ase,Fort Bend ISD,Early Education - Grade 5,100,
8,ANNETTA ELEM,"1001 Learner's Ln, Aledo, TX 76008",1001 Learner's Ln,Aledo,TX,76008,(817) 441-8327,Holly Elgin,Not Found,Aledo ISD,Kindergarten - Grade 5,90,School Website not available
8,ANNETTE PERRY ELEM,"1261 S Main St, Mansfield, TX 76063",1261 S Main St,Mansfield,TX,76063,(817) 804-2800,Mr Willie Wimbrey,http://perry.mansfieldisd.org/,Mansfield ISD,Prekindergarten - Grade 4,100,
8,ANNIE PURL ELEM,"1953 Maple St, Georgetown, TX 78626",1953 Maple St,Georgetown,TX,78626,(512) 943-5080,Ms Mindy Choate,http://www.georgetownisd.org/apurl,Georgetown ISD,Early Education - Grade 5,100,
8,ANNIE SIMS ELEM,"1801 E 1st St, Mount Pleasant, TX 75455",1801 E 1st St,Mount Pleasant,TX,75455,(903) 575-2062,Mrs Jeannie Pat Jaggers,http://www.mpisd.net/sims/,Mount Pleasant ISD,Kindergarten - Grade 4,100,
9,ANNIE WEBB BLANTON ELEM,"8915 Greenmound Ave, Dallas, TX 75227",8915 Greenmound Ave,Dallas,TX,75227,(972) 794-1700,Alicia D Iwasko,http://www.dallasisd.org/blanton,Dallas ISD,Early Education - Grade 5,100,
9,ANSON ELEM,"922 Ave M, Anson, TX 79501",922 Ave M,Anson,TX,79501,(325) 823-3361,Amy Mcintire,http://www.ansontigers.com/,Anson ISD,Prekindergarten - Grade 5,100,
9,ANSON JONES ELEM,"1400 Pecan St, Bryan, TX 77803",1400 Pecan St,Bryan,TX,77803,(979) 209-3900,Ms Alma Velez,http://jones.bryanisd.org/,Bryan ISD,Early Education - Grade 4,100,
9,ANSON JONES ELEM,"3901 Meredith Ave, Dallas, TX 75211",3901 Meredith Ave,Dallas,TX,75211,(972) 794-4700,Guillermo R Cortez,http://www.dallasisd.org/jones,Dallas ISD,Early Education - Grade 6,100,
9,ANTHONY ELEM,"610 Sixth St, Anthony, TX 79821",610 Sixth St,Anthony,TX,79821,(915) 886-6510,Dr Christine Althoff,Not Found,Anthony ISD,Early Education - Grade 5,90,School Website not available
9,ANTON SCHOOL,"100 E Ellwood Blvd, Anton, TX 79313",100 E Ellwood Blvd,Anton,TX,79313,(806) 997-5211,Mr Fredrick Tobias Mrs Megan Scroggins,http://antonisd.org/,Anton ISD,Prekindergarten - Grade 12,100,
9,AOY ELEM,"901 S Campbell St, El Paso, TX 79901",901 S Campbell St,El Paso,TX,79901,(915) 236-0175,Mary Arnold,http://aoy.episd.org/,El Paso ISD,Prekindergarten - Grade 5,100,
9,APPLE SPRINGS ELEM,"9120 FM 2501, Apple Springs, TX 75926",9120 FM 2501,Apple Springs,TX,75926,(936) 831-2241,Mr Kevin Plotts,http://www.asisd.com/,Apple Springs ISD,Prekindergarten - Grade 6,100,
9,AQUILLA SCHOOL,"404 N Richards, Aquilla, TX 76622",404 N Richards,Aquilla,TX,76622,(254) 694-3770,Andrew Christian,http://www.aquillaisd.net/,Aquilla ISD,Early Education - Grade 12,100,
9,ARABIC IMMERSION MAGNET SCHOOL,"4001 Stanford St, Houston, TX 77006",4001 Stanford St,Houston,TX,77006,(713) 556-8940,Ms Mahassen Ballouli,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 6,100,
9,ARAPAHO CLASSICAL MAGNET,"1300 Cypress Dr, Richardson, TX 75080",1300 Cypress Dr,Richardson,TX,75080,(469) 593-6400,Ms Kristin Strickland,http://risd.org/,Richardson ISD,Kindergarten - Grade 6,100,
9,ARBOR CREEK ELEM,"701 International Dr, Euless, TX 76039",701 International Dr,Euless,TX,76039,(817) 864-0580,Mrs Shannon Gaunt,Not Found,Hurst-Euless-Bedford ISD,Early Education - Grade 6,90,School Website not available
9,ARCADIA PARK ELEM,"1300 N Justin Ave, Dallas, TX 75211",1300 N Justin Ave,Dallas,TX,75211,(972) 502-5300,Lauren Gisele Greer,http://www.dallasisd.org/arcadiapark,Dallas ISD,Prekindergarten - Grade 6,100,
9,ARCHER CITY ELEM,"602 S Ash St, Archer City, TX 76351",602 S Ash St,Archer City,TX,76351,(940) 574-4506,Amy Husemann,http://www.archercityisd.net/,Archer City ISD,Prekindergarten - Grade 6,100,
9,ARDEN ROAD ELEM,"6801 Learning Tree Ave, Amarillo, TX 79109",6801 Learning Tree Ave,Amarillo,TX,79109,(806) 677-2360,Mr Travis Willard,http://www.canyonisd.net/,Canyon ISD,Kindergarten - Grade 4,100,
10,ARGYLE WEST,"1741 Old Justin Rd, Argyle, TX 76226",1741 Old Justin Rd,Argyle,TX,76226,(940) 246-4007,Mrs Renee Funderburg,http://www.argyleisd.com/,Argyle ISD,Early Education - Grade 4,100,
10,ARISTOI CLASSICAL ACADEMY,"5618 11th St, Katy, TX 77493",5618 11th St,Katy,TX,77493,(281) 391-5003,Mr Terrance Boling,http://www.aristoiclassical.org/,Aristoi Classical Academy,Kindergarten - Grade 4,100,
10,ARISTOI CLASSICAL ACADEMY-CYPRESS,"12332 Perry Rd, Houston, TX 77070",12332 Perry Rd,Houston,TX,77070,(281) 391-5003,Ms Brenda Davidson,Not Found,Aristoi Classical Academy,Kindergarten - Grade 6,90,School Website not available
10,ARIZONA FLEMING ELEM,"14850 Bissonnet St, Houston, TX 77083",14850 Bissonnet St,Houston,TX,77083,(281) 634-4600,She Nee Young,http://www.fortbendisd.com/afe,Fort Bend ISD,Early Education - Grade 5,100,
10,ARLINGTON CLASSICS ACADEMY - ARKANSAS CAMPUS,"2800 W Arkansas Ln, Arlington, TX 76016",2800 W Arkansas Ln,Arlington,TX,76016,(817) 274-2008,Ms Melissa Fambrough,http://www.acaedu.net/,Arlington Classics Academy,Kindergarten - Grade 2,100,
10,ARLINGTON PARK EARLY CHILDHOOD CENTER,"5606 Wayside Dr Box 16, Dallas, TX 75235",5606 Wayside Dr Box 16,Dallas,TX,75235,Phone:,Enrique Escobedo,Not Found,Dallas ISD,Prekindergarten - Prekindergarten,80,"Invalid phone number format, School Website not available"
10,ARLON R SEAY ELEM,"20911 Hwy 46 W, Spring Branch, TX 78070",20911 Hwy 46 W,Spring Branch,TX,78070,(830) 885-8700,Theressa Engel,Not Found,Comal ISD,Kindergarten - Grade 5,90,School Website not available
10,ARLYNE & ALAN WEBER ELEM,"11955 Blackhawk Blvd, Houston, TX 77089",11955 Blackhawk Blvd,Houston,TX,77089,(281) 284-6300,Mrs Jenny Thomas,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
10,ARMAND BAYOU ELEM,"16000 Hickory Knoll Dr, Houston, TX 77059",16000 Hickory Knoll Dr,Houston,TX,77059,(281) 284-5100,Mrs Elizabeth Pawlowski,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
10,ARMSTRONG ELEM,"3600 Cornell Ave, Dallas, TX 75205",3600 Cornell Ave,Dallas,TX,75205,(214) 780-3100,Betsy Cummins,Not Found,Highland Park ISD,Kindergarten - Grade 4,90,School Website not available
10,ARMSTRONG ELEM,"110 Gladstell St, Conroe, TX 77301",110 Gladstell St,Conroe,TX,77301,(936) 709-3400,Ms Theresa Waller,http://www.conroeisd.net/,Conroe ISD,Prekindergarten - Grade 4,100,
10,ARNOLD ELEM,"467 Freiling Dr, San Antonio, TX 78213",467 Freiling Dr,San Antonio,TX,78213,(210) 438-6530,Belinda Hernandez,Not Found,San Antonio ISD,Prekindergarten - Grade 5,90,School Website not available
10,ARNOLDO CANTU SR ELEM,"2900 N R Longoria, San Juan, TX 78589",2900 N R Longoria,San Juan,TX,78589,(956) 354-2850,Rafael Gonzalez,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
10,ARP ELEM,"16438 County Rd 294, Arp, TX 75750",16438 County Rd 294,Arp,TX,75750,(903) 859-4650,Stephanie Schminkey,http://home.arpisd.org/,Arp ISD,Early Education - Grade 5,100,
10,ARROW ACADEMY - CHAMPIONS ACADEMY,"2700 FM 1960 Rd W, Houston, TX 77068",2700 FM 1960 Rd W,Houston,TX,77068,(832) 446-6762,Darnelle Weatherspoon,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
11,ARROW ACADEMY - HARVEST PREPARATORY ACADEMY,"17770 Imperial Valley Dr, Houston, TX 77060",17770 Imperial Valley Dr,Houston,TX,77060,(832) 446-3138,Ms Alexis Mcmiller,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
11,ARROW ACADEMY - LIBERATION ACADEMY,"11600 W Airport Blvd, Meadows Place, TX 77477",11600 W Airport Blvd,Meadows Place,TX,77477,(346) 754-5867,Sheila Lewis,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
11,ARROW ACADEMY - SAVE OUR STREETS CENTER,"1700 Groesbeck St, Bryan, TX 77803",1700 Groesbeck St,Bryan,TX,77803,(979) 703-1810,Ms Becky Tucker,http://www.arrowacademy.org/,Arrow Academy,Kindergarten - Grade 6,100,
11,ART AND PAT GOFORTH ELEM,"2610 Webster Rd, League City, TX 77573",2610 Webster Rd,League City,TX,77573,(281) 284-6000,Ms Mallory Lee,http://www.ccisd.net/,Clear Creek ISD,Early Education - Grade 5,100,
11,ARTHUR H MCNEIL ELEM,"3650 Hardin Blvd, McKinney, TX 75070",3650 Hardin Blvd,McKinney,TX,75070,(469) 302-5200,Tracy Meador,Not Found,McKinney ISD,Kindergarten - Grade 5,90,School Website not available
11,ARTHUR KRAMER ELEM,"7131 Midbury Dr, Dallas, TX 75230",7131 Midbury Dr,Dallas,TX,75230,(972) 794-8300,Kate Walker,http://www.dallasisd.org/kramer,Dallas ISD,Early Education - Grade 5,100,
11,ARTURO SALAZAR ELEM,"1120 S Ravinia Dr, Dallas, TX 75211",1120 S Ravinia Dr,Dallas,TX,75211,(972) 502-1800,Maria D Castillo,http://www.dallasisd.org/salazar,Dallas ISD,Prekindergarten - Grade 5,100,
11,ASCHER SILBERSTEIN ELEM,"5940 Hollis Ave, Dallas, TX 75227",5940 Hollis Ave,Dallas,TX,75227,(972) 794-1900,Richard F Heffernan,http://www.dallasisd.org/silberstein,Dallas ISD,Prekindergarten - Grade 5,100,
11,ASHBEL SMITH ELEM,"403 E James, Baytown, TX 77520",403 E James,Baytown,TX,77520,(281) 420-4615,Erin Clement,Not Found,Goose Creek CISD,Early Education - Grade 5,90,School Website not available
11,ASHFORD ELEM,"1815 Shannon Vly Dr, Houston, TX 77077",1815 Shannon Vly Dr,Houston,TX,77077,(281) 368-2120,Ms Kylene Vasquez,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
11,ASHLEY ELEM,"15601 Christopher Ln, Frisco, TX 75035",15601 Christopher Ln,Frisco,TX,75035,(469) 633-3700,Ms Kimberly Frankson,http://www.friscoisd.org/,Frisco ISD,Kindergarten - Grade 5,100,
11,ASHWORTH ELEM,"6700 Silo Rd, Arlington, TX 76002",6700 Silo Rd,Arlington,TX,76002,(682) 867-4800,Stacey Maddoux,http://www.aisd.net/ashworth-elementary,Arlington ISD,Prekindergarten - Grade 6,100,
11,ASKEW ELEM,"11200 Wood Lodge Dr, Houston, TX 77077",11200 Wood Lodge Dr,Houston,TX,77077,(281) 368-2100,Ms Ebony B Cumby,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
11,ASPERMONT ELEM,"528 E Seventh St, Aspermont, TX 79502",528 E Seventh St,Aspermont,TX,79502,(940) 215-5001,Trent Van Meter,Not Found,Aspermont ISD,Prekindergarten - Grade 5,90,School Website not available
11,ATASCOCITA SPRINGS ELEM,"13515 Valley Lodge Pkwy, Humble, TX 77346",13515 Valley Lodge Pkwy,Humble,TX,77346,(281) 641-3600,Cheryl Fennell,http://www.humbleisd.net/ase,Humble ISD,Early Education - Grade 5,100,
12,ATHENS ELEM,"2707 W Gerald Ave, San Antonio, TX 78211",2707 W Gerald Ave,San Antonio,TX,78211,(210) 977-7055,Evelia Montemayor,Not Found,South San Antonio ISD,Prekindergarten - Grade 5,90,School Website not available
12,ATHERTON ELEM,"2011 Solo St, Houston, TX 77020",2011 Solo St,Houston,TX,77020,(713) 671-4100,Ms Alynthia Curtis,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
12,ATHERTON ELEM,"2101 Overbrook Dr, Arlington, TX 76014",2101 Overbrook Dr,Arlington,TX,76014,(682) 867-4900,Bianca Gholston,http://www.aisd.net/atherton-elementary,Arlington ISD,Prekindergarten - Grade 6,100,
12,ATKINSON ELEM,"9602 Kingspoint Rd, Houston, TX 77075",9602 Kingspoint Rd,Houston,TX,77075,(713) 740-0520,Mr Christopher Bui,Not Found,Pasadena ISD,Prekindergarten - Grade 4,90,School Website not available
12,ATLANTA PRI,"505 Rabbit Blvd, Atlanta, TX 75551",505 Rabbit Blvd,Atlanta,TX,75551,(903) 796-8115,Misty Williams,http://www.atlisd.net/,Atlanta ISD,Early Education - Grade 2,100,
12,ATWOOD MCDONALD ELEM,"1850 Barron Ln, Fort Worth, TX 76112",1850 Barron Ln,Fort Worth,TX,76112,(817) 496-7445,Ms Khristina Goady,http://www.fortworthisd.org/,Fort Worth ISD,Early Education - Grade 5,100,
